customer_id,last_purchase,frequency,monetary,recency_days,R_score,F_score,M_score,RFM_score,segment
15280,2010-08-08 12:21:00,2,249.60999999999999,124,2,3,2,2-3-2,About to Sleep
15281,2010-11-26 16:31:00,7,5821.305,14,5,5,5,5-5-5,Champions
15282,2010-05-18 16:27:00,1,339.86,206,1,1,2,1-1-2,Hibernating
15283,2010-11-14 14:54:00,3,131.73000000000002,26,4,3,1,4-3-1,Other
15284,2010-07-27 13:25:00,1,24.75,136,2,1,1,2-1-1,Hibernating
15285,2010-10-28 09:46:00,1,88.97,43,3,1,1,3-1-1,Promising
15287,2010-11-25 10:29:00,3,237.56,15,5,3,2,5-3-2,Potential Loyalists
15288,2010-12-09 13:59:00,6,1354.275,1,5,5,4,5-5-4,Champions
15289,2010-09-07 12:38:00,2,596.23,94,2,3,3,2-3-3,About to Sleep
15290,2010-11-11 12:04:00,8,2085.525,29,4,5,5,4-5-5,Champions
15291,2010-12-01 09:32:00,26,6955.19,9,5,5,5,5-5-5,Champions
15293,2010-02-12 11:54:00,1,247.225,301,1,1,2,1-1-2,Hibernating
15294,2010-10-25 11:45:00,1,232.75,46,3,1,2,3-1-2,Promising
15295,2010-02-23 13:03:00,1,207.04,290,1,1,1,1-1-1,Hibernating
15296,2010-10-15 09:33:00,6,6070.875,56,3,5,5,3-5-5,Loyal Customers
15298,2010-12-08 13:55:00,12,4555.265,2,5,5,5,5-5-5,Champions
15299,2010-12-02 16:51:00,6,517.0,8,5,5,3,5-5-3,Loyal Customers
15301,2010-12-06 12:21:00,6,2449.84,4,5,5,5,5-5-5,Champions
15302,2009-12-09 13:11:00,1,298.8,366,1,1,2,1-1-2,Hibernating
15303,2010-05-23 12:14:00,2,615.375,201,1,3,3,1-3-3,At Risk
15304,2010-12-06 11:42:00,2,171.35,4,5,3,1,5-3-1,Other
15305,2010-06-02 13:50:00,1,93.6,191,1,1,1,1-1-1,Hibernating
15306,2010-07-27 14:39:00,6,1550.18,136,2,5,4,2-5-4,Loyal Customers
15309,2010-04-08 11:11:00,4,792.785,246,1,4,3,1-4-3,Loyal Customers
15310,2010-08-18 11:38:00,1,1238.415,114,2,1,4,2-1-4,Other
15311,2010-12-09 16:35:00,1859,907853.075,1,5,5,5,5-5-5,Champions
15312,2010-11-21 15:10:00,8,1975.415,19,4,5,5,4-5-5,Champions
15314,2010-10-22 12:19:00,2,419.825,49,3,3,2,3-3-2,Potential Loyalists
15317,2010-01-31 15:55:00,1,129.75,313,1,1,1,1-1-1,Hibernating
15321,2010-09-28 18:11:00,9,3807.97,73,2,5,5,2-5-5,Loyal Customers
15322,2010-08-20 13:10:00,1,598.0799999999999,112,2,1,3,2-1-3,Other
15323,2010-05-26 10:01:00,3,433.7,198,1,3,3,1-3-3,At Risk
15324,2010-01-07 14:37:00,1,140.22000000000003,337,1,1,1,1-1-1,Hibernating
15325,2010-11-09 13:14:00,7,1423.23,31,4,5,4,4-5-4,Champions
15326,2010-04-09 15:22:00,4,1335.885,245,1,4,4,1-4-4,Loyal Customers
15328,2010-10-28 09:05:00,1,102.105,43,3,1,1,3-1-1,Promising
15329,2010-11-30 11:24:00,8,1792.2549999999999,10,5,5,4,5-5-4,Champions
15331,2010-07-28 09:42:00,3,690.73,135,2,3,3,2-3-3,About to Sleep
15332,2010-12-08 14:43:00,6,4631.845,2,5,5,5,5-5-5,Champions
15336,2010-11-03 12:39:00,1,234.1,37,3,1,2,3-1-2,Promising
15337,2010-10-24 15:29:00,1,358.08,47,3,1,2,3-1-2,Promising
15338,2010-01-31 14:25:00,1,273.83,313,1,1,2,1-1-2,Hibernating
15339,2010-10-14 14:04:00,5,1103.315,57,3,4,4,3-4-4,Loyal Customers
15340,2010-05-27 10:27:00,1,105.5,197,1,1,1,1-1-1,Hibernating
15341,2010-09-16 16:41:00,1,306.15,85,2,1,2,2-1-2,Hibernating
15346,2010-10-10 13:55:00,2,343.7,61,3,3,2,3-3-2,Potential Loyalists
15347,2010-12-08 15:25:00,4,944.925,2,5,4,4,5-4-4,Champions
15350,2010-12-01 13:33:00,2,547.6,9,5,3,3,5-3-3,Potential Loyalists
15351,2010-12-05 11:49:00,4,1692.3,5,5,4,4,5-4-4,Champions
15352,2010-06-09 11:28:00,1,101.65,184,1,1,1,1-1-1,Hibernating
15353,2010-12-07 11:49:00,6,2251.595,3,5,5,5,5-5-5,Champions
15354,2010-04-15 16:24:00,3,25.949999999999996,239,1,3,1,1-3-1,Other
15356,2010-12-06 14:05:00,4,663.36,4,5,4,3,5-4-3,Loyal Customers
15358,2010-12-09 10:04:00,22,8216.785,1,5,5,5,5-5-5,Champions
15359,2010-02-15 10:47:00,8,181.35,298,1,5,1,1-5-1,Other
15361,2010-07-01 14:15:00,3,196.375,162,2,3,1,2-3-1,About to Sleep
15362,2010-09-17 10:37:00,2,593.17,84,2,3,3,2-3-3,About to Sleep
15363,2010-12-02 12:28:00,2,673.115,8,5,3,3,5-3-3,Potential Loyalists
15365,2010-11-01 10:44:00,6,2180.67,39,3,5,5,3-5-5,Loyal Customers
15366,2010-10-26 09:52:00,5,1551.77,45,3,4,4,3-4-4,Loyal Customers
15367,2010-10-17 15:05:00,7,3122.41,54,3,5,5,3-5-5,Loyal Customers
15368,2010-11-10 15:52:00,1,95.175,30,4,1,1,4-1-1,Recent Customers
15369,2010-08-04 13:54:00,11,2629.34,128,2,5,5,2-5-5,Loyal Customers
15370,2010-10-25 12:08:00,1,1293.34,46,3,1,4,3-1-4,Other
15371,2010-02-15 13:14:00,1,59.400000000000006,298,1,1,1,1-1-1,Hibernating
15372,2010-09-15 14:52:00,7,1522.7,86,2,5,4,2-5-4,Loyal Customers
15373,2010-12-03 14:40:00,6,873.53,7,5,5,4,5-5-4,Champions
15374,2010-03-25 12:03:00,1,109.235,260,1,1,1,1-1-1,Hibernating
15375,2010-01-18 15:38:00,1,53.855,326,1,1,1,1-1-1,Hibernating
15377,2010-11-22 08:55:00,4,1107.9250000000002,18,4,4,4,4-4-4,Champions
15378,2010-09-03 11:30:00,2,246.5,98,2,3,2,2-3-2,About to Sleep
15379,2010-11-04 11:59:00,1,1140.2,36,4,1,4,4-1-4,Recent Customers
15380,2010-12-09 15:01:00,7,874.85,1,5,5,4,5-5-4,Champions
15381,2010-10-12 13:32:00,3,704.49,59,3,3,3,3-3-3,Potential Loyalists
15382,2010-11-30 09:46:00,6,7460.345,10,5,5,5,5-5-5,Champions
15384,2010-11-23 12:04:00,2,1336.535,17,4,3,4,4-3-4,Potential Loyalists
15385,2010-11-12 12:28:00,2,284.645,28,4,3,2,4-3-2,Potential Loyalists
15387,2010-08-04 16:05:00,1,463.79999999999995,128,2,1,3,2-1-3,Other
15389,2010-11-04 19:23:00,4,107.865,36,4,4,1,4-4-1,Other
15390,2010-11-08 15:19:00,2,1214.145,32,4,3,4,4-3-4,Potential Loyalists
15391,2010-05-04 15:04:00,1,234.36,220,1,1,2,1-1-2,Hibernating
15392,2010-11-30 09:50:00,3,1167.685,10,5,3,4,5-3-4,Potential Loyalists
15393,2010-05-21 11:34:00,3,647.1800000000001,203,1,3,3,1-3-3,At Risk
15394,2010-11-09 12:26:00,7,2939.245,31,4,5,5,4-5-5,Champions
15396,2010-05-05 09:04:00,1,157.45,219,1,1,1,1-1-1,Hibernating
15400,2010-10-15 12:00:00,3,470.375,56,3,3,3,3-3-3,Potential Loyalists
15401,2010-09-13 13:42:00,2,203.075,88,2,3,1,2-3-1,About to Sleep
15402,2010-11-17 12:58:00,4,1065.61,23,4,4,4,4-4-4,Champions
15403,2010-08-05 12:21:00,2,78.02,127,2,3,1,2-3-1,About to Sleep
15404,2010-11-29 11:03:00,1,230.885,11,5,1,2,5-1-2,Recent Customers
15405,2010-05-12 15:56:00,1,295.71,212,1,1,2,1-1-2,Hibernating
15406,2010-09-12 13:10:00,2,465.15999999999997,89,2,3,3,2-3-3,About to Sleep
15409,2009-12-18 15:35:00,1,131.25,357,1,1,1,1-1-1,Hibernating
15410,2010-05-20 09:53:00,2,1023.32,204,1,3,4,1-3-4,At Risk
15413,2010-01-17 11:33:00,5,1931.045,327,1,4,5,1-4-5,Loyal Customers
15416,2010-08-18 09:48:00,3,577.495,114,2,3,3,2-3-3,About to Sleep
15418,2010-10-10 13:38:00,2,444.69,61,3,3,3,3-3-3,Potential Loyalists
15420,2010-10-01 15:46:00,6,714.37,70,3,5,3,3-5-3,Loyal Customers
15421,2010-11-19 13:21:00,6,2805.24,21,4,5,5,4-5-5,Champions
15422,2010-11-25 17:00:00,5,1420.21,15,5,4,4,5-4-4,Champions
15423,2010-05-07 09:21:00,2,195.065,217,1,3,1,1-3-1,Other
15424,2010-09-02 17:17:00,1,210.31,99,2,1,1,2-1-1,Hibernating
15425,2010-11-04 18:13:00,4,1831.2649999999999,36,4,4,5,4-4-5,Champions
15426,2010-12-05 13:55:00,5,1112.065,5,5,4,4,5-4-4,Champions
15428,2010-11-17 13:46:00,3,627.745,23,4,3,3,4-3-3,Potential Loyalists
15430,2010-08-29 10:42:00,2,916.125,103,2,3,4,2-3-4,About to Sleep
15431,2010-07-25 12:44:00,1,94.94000000000001,138,2,1,1,2-1-1,Hibernating
15432,2010-06-16 14:34:00,1,124.97,177,1,1,1,1-1-1,Hibernating
15434,2010-11-30 15:46:00,6,1515.925,10,5,5,4,5-5-4,Champions
15437,2010-03-09 10:45:00,1,192.66,276,1,1,1,1-1-1,Hibernating
15439,2010-10-31 10:38:00,4,1204.075,40,3,4,4,3-4-4,Loyal Customers
15441,2010-11-08 15:50:00,3,1202.1200000000001,32,4,3,4,4-3-4,Potential Loyalists
15443,2010-08-22 12:45:00,7,1853.19,110,2,5,5,2-5-5,Loyal Customers
15445,2010-04-28 15:00:00,1,156.1,226,1,1,1,1-1-1,Hibernating
15446,2010-11-28 11:59:00,3,399.75,12,5,3,2,5-3-2,Potential Loyalists
15447,2010-06-30 13:06:00,4,328.21,163,2,4,2,2-4-2,About to Sleep
15448,2010-02-03 13:29:00,1,285.805,310,1,1,2,1-1-2,Hibernating
15451,2010-10-01 13:40:00,2,218.85999999999999,70,3,3,2,3-3-2,Potential Loyalists
15452,2010-11-14 15:14:00,3,1242.53,26,4,3,4,4-3-4,Potential Loyalists
15454,2010-03-31 13:15:00,1,122.29,254,1,1,1,1-1-1,Hibernating
15455,2010-04-21 12:43:00,1,25.949999999999996,233,1,1,1,1-1-1,Hibernating
15456,2010-11-01 17:05:00,7,1411.6100000000001,39,3,5,4,3-5-4,Loyal Customers
15458,2010-11-02 19:50:00,1,204.45,38,3,1,1,3-1-1,Promising
15459,2010-10-18 15:25:00,2,162.995,53,3,3,1,3-3-1,Other
15461,2010-09-05 12:31:00,2,89.065,96,2,3,1,2-3-1,About to Sleep
15462,2010-09-20 10:23:00,1,493.95,81,2,1,3,2-1-3,Other
15465,2010-12-05 10:12:00,15,4260.8099999999995,5,5,5,5,5-5-5,Champions
15466,2010-11-15 12:50:00,3,1218.7549999999999,25,4,3,4,4-3-4,Potential Loyalists
15468,2010-11-12 09:39:00,1,792.84,28,4,1,3,4-1-3,Recent Customers
15469,2010-09-27 10:09:00,1,323.225,74,2,1,2,2-1-2,Hibernating
15470,2010-05-13 09:35:00,1,28.14,211,1,1,1,1-1-1,Hibernating
15471,2010-11-24 14:39:00,2,688.305,16,4,3,3,4-3-3,Potential Loyalists
15473,2010-09-21 09:14:00,1,189.175,80,2,1,1,2-1-1,Hibernating
15474,2010-04-23 11:14:00,1,142.15,231,1,1,1,1-1-1,Hibernating
15476,2010-11-24 15:17:00,4,1917.64,16,4,4,5,4-4-5,Champions
15477,2010-02-28 10:37:00,1,75.2,285,1,1,1,1-1-1,Hibernating
15478,2010-05-13 18:49:00,1,511.935,211,1,1,3,1-1-3,Lost
15479,2009-12-06 15:08:00,1,147.4,369,1,1,1,1-1-1,Hibernating
15480,2010-08-31 11:04:00,4,2460.895,101,2,4,5,2-4-5,Loyal Customers
15481,2010-11-03 14:52:00,1,1286.56,37,3,1,4,3-1-4,Other
15482,2010-11-18 11:02:00,7,2099.075,22,4,5,5,4-5-5,Champions
15483,2010-11-19 13:24:00,6,584.015,21,4,5,3,4-5-3,Loyal Customers
15484,2010-06-17 16:16:00,2,983.275,176,2,3,4,2-3-4,About to Sleep
15485,2010-12-01 13:23:00,5,2755.79,9,5,4,5,5-4-5,Champions
15486,2010-06-30 13:15:00,1,59.925,163,2,1,1,2-1-1,Hibernating
15487,2010-01-29 12:07:00,1,230.695,315,1,1,2,1-1-2,Hibernating
15488,2010-09-09 11:59:00,4,230.76999999999998,92,2,4,2,2-4-2,About to Sleep
15489,2010-11-04 11:48:00,5,1275.17,36,4,4,4,4-4-4,Champions
15490,2010-10-05 13:11:00,1,210.85,66,3,1,1,3-1-1,Promising
15493,2010-11-15 12:43:00,4,2051.975,25,4,4,5,4-4-5,Champions
15494,2010-08-18 16:54:00,3,2178.495,114,2,3,5,2-3-5,About to Sleep
15495,2010-11-25 13:46:00,1,242.725,15,5,1,2,5-1-2,Recent Customers
15496,2010-03-18 13:16:00,1,137.615,267,1,1,1,1-1-1,Hibernating
15497,2010-11-22 13:15:00,7,6821.995,18,4,5,5,4-5-5,Champions
15498,2010-12-08 14:46:00,19,11607.74,2,5,5,5,5-5-5,Champions
15499,2009-12-16 12:17:00,1,158.65,359,1,1,1,1-1-1,Hibernating
15501,2010-10-31 11:15:00,2,389.59,40,3,3,2,3-3-2,Potential Loyalists
15502,2010-12-06 14:55:00,5,3086.25,4,5,4,5,5-4-5,Champions
15503,2009-12-13 11:34:00,1,116.26,362,1,1,1,1-1-1,Hibernating
15504,2010-07-07 12:02:00,3,344.67,156,2,3,2,2-3-2,About to Sleep
15506,2010-11-23 12:48:00,3,1017.185,17,4,3,4,4-3-4,Potential Loyalists
15509,2010-11-24 14:48:00,1,145.51,16,4,1,1,4-1-1,Recent Customers
15512,2010-11-14 12:39:00,2,162.73,26,4,3,1,4-3-1,Other
15513,2010-12-09 09:23:00,18,10627.235,1,5,5,5,5-5-5,Champions
15514,2010-11-25 14:53:00,7,2118.255,15,5,5,5,5-5-5,Champions
15515,2010-11-17 13:39:00,1,130.895,23,4,1,1,4-1-1,Recent Customers
15518,2010-11-25 19:36:00,7,2163.41,15,5,5,5,5-5-5,Champions
15519,2010-11-21 14:35:00,2,342.915,19,4,3,2,4-3-2,Potential Loyalists
15521,2010-11-04 18:40:00,8,3587.5499999999997,36,4,5,5,4-5-5,Champions
15523,2010-11-16 15:27:00,15,6979.71,24,4,5,5,4-5-5,Champions
15524,2010-04-12 09:19:00,1,118.19999999999999,242,1,1,1,1-1-1,Hibernating
15525,2010-12-01 13:17:00,2,412.58,9,5,3,2,5-3-2,Potential Loyalists
15527,2010-11-10 12:13:00,15,2953.73,30,4,5,5,4-5-5,Champions
15529,2010-12-08 12:24:00,2,1103.345,2,5,3,4,5-3-4,Potential Loyalists
15530,2010-07-15 11:10:00,1,271.64,148,2,1,2,2-1-2,Hibernating
15532,2010-11-28 15:18:00,6,2078.67,12,5,5,5,5-5-5,Champions
15534,2009-12-14 12:48:00,1,162.25,361,1,1,1,1-1-1,Hibernating
15535,2010-10-31 14:09:00,2,513.57,40,3,3,3,3-3-3,Potential Loyalists
15536,2010-10-26 16:31:00,1,247.2,45,3,1,2,3-1-2,Promising
15538,2010-06-20 10:49:00,6,934.0249999999999,173,2,5,4,2-5-4,Loyal Customers
15540,2010-11-29 11:10:00,1,243.07,11,5,1,2,5-1-2,Recent Customers
15542,2010-07-15 13:32:00,3,820.21,148,2,3,3,2-3-3,About to Sleep
15543,2010-09-06 11:28:00,1,106.19999999999999,95,2,1,1,2-1-1,Hibernating
15544,2010-12-02 12:47:00,12,4438.165,8,5,5,5,5-5-5,Champions
15545,2010-12-03 17:28:00,1,134.03,7,5,1,1,5-1-1,Recent Customers
15546,2010-04-12 11:51:00,2,1062.75,242,1,3,4,1-3-4,At Risk
15547,2010-11-28 13:56:00,12,4789.57,12,5,5,5,5-5-5,Champions
15548,2010-04-23 12:20:00,1,133.19,231,1,1,1,1-1-1,Hibernating
15549,2010-10-14 16:54:00,5,629.005,57,3,4,3,3-4-3,Loyal Customers
15550,2010-11-26 11:14:00,8,1440.27,14,5,5,4,5-5-4,Champions
15551,2010-11-10 14:04:00,6,1228.625,30,4,5,4,4-5-4,Champions
15552,2010-03-26 16:17:00,1,146.475,259,1,1,1,1-1-1,Hibernating
15555,2010-12-09 16:53:00,22,6771.67,1,5,5,5,5-5-5,Champions
15558,2010-03-10 15:25:00,1,183.405,275,1,1,1,1-1-1,Hibernating
15559,2010-05-20 14:06:00,1,1097.45,204,1,1,4,1-1-4,Lost
15560,2010-11-07 10:15:00,2,153.52,33,4,3,1,4-3-1,Other
15561,2010-11-21 10:40:00,4,958.015,19,4,4,4,4-4-4,Champions
15562,2010-10-11 10:33:00,2,352.23,60,3,3,2,3-3-2,Potential Loyalists
15563,2010-07-13 11:57:00,3,1351.925,150,2,3,4,2-3-4,About to Sleep
15564,2010-09-02 15:52:00,2,70.74000000000001,99,2,3,1,2-3-1,About to Sleep
15566,2010-11-12 12:11:00,2,220.185,28,4,3,2,4-3-2,Potential Loyalists
15569,2010-11-14 10:46:00,5,896.8,26,4,4,4,4-4-4,Champions
15570,2010-12-05 12:57:00,14,4688.96,5,5,5,5,5-5-5,Champions
15571,2010-11-18 14:25:00,10,2915.68,22,4,5,5,4-5-5,Champions
15572,2010-11-24 13:16:00,3,1354.495,16,4,3,4,4-3-4,Potential Loyalists
15573,2010-03-31 13:40:00,3,549.685,254,1,3,3,1-3-3,At Risk
15574,2010-12-02 15:46:00,3,706.835,8,5,3,3,5-3-3,Potential Loyalists
15575,2010-03-30 12:50:00,1,30.1,255,1,1,1,1-1-1,Hibernating
15577,2009-12-16 14:54:00,2,131.25,359,1,3,1,1-3-1,Other
15579,2010-11-21 15:38:00,3,868.275,19,4,3,4,4-3-4,Potential Loyalists
15580,2010-11-28 11:00:00,8,1326.84,12,5,5,4,5-5-4,Champions
15581,2010-12-08 14:38:00,26,3868.94,2,5,5,5,5-5-5,Champions
15583,2010-11-28 15:04:00,1,95.96,12,5,1,1,5-1-1,Recent Customers
15584,2010-11-05 11:34:00,2,518.14,35,4,3,3,4-3-3,Potential Loyalists
15586,2010-04-26 11:00:00,3,830.59,228,1,3,4,1-3-4,At Risk
15587,2010-11-12 12:07:00,3,337.695,28,4,3,2,4-3-2,Potential Loyalists
15588,2010-01-31 12:19:00,1,567.525,313,1,1,3,1-1-3,Lost
15590,2010-11-22 14:49:00,5,1475.45,18,4,4,4,4-4-4,Champions
15591,2010-05-06 09:23:00,3,216.625,218,1,3,2,1-3-2,Other
15595,2010-08-09 12:27:00,1,206.8,123,2,1,1,2-1-1,Hibernating
15596,2010-12-09 16:10:00,5,1679.125,1,5,4,4,5-4-4,Champions
15597,2010-05-13 13:10:00,1,238.8,211,1,1,2,1-1-2,Hibernating
15598,2010-10-08 09:20:00,1,304.91499999999996,63,3,1,2,3-1-2,Promising
15599,2010-09-20 10:15:00,1,479.14,81,2,1,3,2-1-3,Other
15600,2010-10-07 14:30:00,4,1169.46,64,3,4,4,3-4-4,Loyal Customers
15601,2010-12-02 10:39:00,17,7868.675,8,5,5,5,5-5-5,Champions
15602,2010-12-06 15:35:00,8,1776.605,4,5,5,4,5-5-4,Champions
15603,2010-03-01 16:02:00,1,40.0,284,1,1,1,1-1-1,Hibernating
15605,2010-12-01 13:38:00,5,706.845,9,5,4,3,5-4-3,Loyal Customers
15606,2010-11-14 15:27:00,8,2221.93,26,4,5,5,4-5-5,Champions
15607,2010-06-14 11:55:00,8,1513.085,179,1,5,4,1-5-4,Loyal Customers
15608,2010-10-20 10:10:00,1,680.115,51,3,1,3,3-1-3,Other
15611,2010-11-21 11:35:00,13,1310.83,19,4,5,4,4-5-4,Champions
15613,2010-04-08 12:51:00,1,339.98,246,1,1,2,1-1-2,Hibernating
15614,2010-09-28 10:46:00,4,2300.315,73,2,4,5,2-4-5,Loyal Customers
15615,2010-11-14 12:07:00,24,10345.415,26,4,5,5,4-5-5,Champions
15616,2010-09-27 13:10:00,1,275.135,74,2,1,2,2-1-2,Hibernating
15617,2010-11-08 16:07:00,3,800.075,32,4,3,3,4-3-3,Potential Loyalists
15620,2010-10-26 11:32:00,1,367.23,45,3,1,2,3-1-2,Promising
15622,2010-10-08 14:35:00,8,3970.105,63,3,5,5,3-5-5,Loyal Customers
15623,2010-11-11 10:19:00,7,1970.295,29,4,5,5,4-5-5,Champions
15625,2010-11-28 12:23:00,5,1589.945,12,5,4,4,5-4-4,Champions
15626,2010-10-14 17:16:00,1,385.99,57,3,1,2,3-1-2,Promising
15627,2010-09-08 14:14:00,2,520.925,93,2,3,3,2-3-3,About to Sleep
15628,2010-12-08 09:51:00,9,2719.585,2,5,5,5,5-5-5,Champions
15629,2010-09-15 13:46:00,4,1814.335,86,2,4,5,2-4-5,Loyal Customers
15630,2010-03-05 14:30:00,1,294.625,280,1,1,2,1-1-2,Hibernating
15631,2010-03-07 14:52:00,1,568.145,278,1,1,3,1-1-3,Lost
15633,2010-07-18 13:54:00,13,3903.35,145,2,5,5,2-5-5,Loyal Customers
15634,2010-11-21 15:30:00,1,310.475,19,4,1,2,4-1-2,Recent Customers
15635,2010-11-09 08:58:00,1,43.24999999999999,31,4,1,1,4-1-1,Recent Customers
15636,2010-09-28 15:10:00,2,715.495,73,2,3,3,2-3-3,About to Sleep
15637,2010-10-22 08:24:00,4,469.28499999999997,49,3,4,3,3-4-3,Loyal Customers
15638,2010-11-26 11:52:00,6,1344.525,14,5,5,4,5-5-4,Champions
15639,2010-09-14 09:05:00,2,618.5699999999999,87,2,3,3,2-3-3,About to Sleep
15640,2010-12-02 15:40:00,15,9104.025,8,5,5,5,5-5-5,Champions
15641,2010-11-08 14:05:00,8,3175.97,32,4,5,5,4-5-5,Champions
15642,2009-12-10 11:51:00,1,58.75,365,1,1,1,1-1-1,Hibernating
15645,2010-10-21 18:36:00,2,411.81,50,3,3,2,3-3-2,Potential Loyalists
15646,2010-12-02 16:59:00,3,506.40000000000003,8,5,3,3,5-3-3,Potential Loyalists
15647,2010-10-20 15:09:00,1,168.725,51,3,1,1,3-1-1,Promising
15649,2010-12-07 10:06:00,3,723.325,3,5,3,3,5-3-3,Potential Loyalists
15650,2010-07-06 10:41:00,2,544.505,157,2,3,3,2-3-3,About to Sleep
15651,2010-10-15 13:42:00,2,601.655,56,3,3,3,3-3-3,Potential Loyalists
15652,2010-11-17 15:14:00,4,838.475,23,4,4,4,4-4-4,Champions
15658,2010-12-02 10:53:00,4,1313.27,8,5,4,4,5-4-4,Champions
15659,2010-11-18 10:51:00,2,226.04,22,4,3,2,4-3-2,Potential Loyalists
15660,2010-12-09 09:49:00,7,1147.79,1,5,5,4,5-5-4,Champions
15661,2010-11-25 08:21:00,6,756.29,15,5,5,3,5-5-3,Loyal Customers
15662,2010-02-16 16:47:00,2,279.475,297,1,3,2,1-3-2,Other
15664,2010-09-16 18:09:00,3,867.6,85,2,3,4,2-3-4,About to Sleep
15665,2010-10-24 14:08:00,3,1696.385,47,3,3,4,3-3-4,Potential Loyalists
15666,2010-08-24 16:14:00,2,619.425,108,2,3,3,2-3-3,About to Sleep
15670,2010-06-01 15:34:00,1,148.05,192,1,1,1,1-1-1,Hibernating
15672,2009-12-14 16:52:00,1,41.2,361,1,1,1,1-1-1,Hibernating
15673,2010-09-14 11:08:00,5,3291.11,87,2,4,5,2-4-5,Loyal Customers
15674,2010-10-18 12:46:00,8,4262.03,53,3,5,5,3-5-5,Loyal Customers
15675,2010-10-31 14:14:00,1,218.35,40,3,1,2,3-1-2,Promising
15677,2010-10-14 15:19:00,2,614.725,57,3,3,3,3-3-3,Potential Loyalists
15678,2010-11-09 14:38:00,2,1377.855,31,4,3,4,4-3-4,Potential Loyalists
15680,2010-12-08 14:43:00,8,2963.04,2,5,5,5,5-5-5,Champions
15681,2010-11-25 15:07:00,9,1483.46,15,5,5,4,5-5-4,Champions
15682,2010-04-19 15:30:00,2,318.03000000000003,235,1,3,2,1-3-2,Other
15683,2010-08-23 12:01:00,1,319.44,109,2,1,2,2-1-2,Hibernating
15684,2010-06-10 18:51:00,3,167.5,183,1,3,1,1-3-1,Other
15685,2010-09-15 13:43:00,1,55.980000000000004,86,2,1,1,2-1-1,Hibernating
15686,2010-10-15 13:50:00,1,29.375,56,3,1,1,3-1-1,Promising
15688,2010-10-17 12:06:00,1,189.97,54,3,1,1,3-1-1,Promising
15689,2010-04-01 09:53:00,1,249.23,253,1,1,2,1-1-2,Hibernating
15691,2010-11-10 12:26:00,3,401.7,30,4,3,2,4-3-2,Potential Loyalists
15693,2010-02-18 14:37:00,1,29.375,295,1,1,1,1-1-1,Hibernating
15694,2010-12-09 09:30:00,12,3799.085,1,5,5,5,5-5-5,Champions
15695,2010-04-21 10:36:00,2,670.89,233,1,3,3,1-3-3,At Risk
15696,2010-10-12 10:24:00,5,1076.6100000000001,59,3,4,4,3-4-4,Loyal Customers
15697,2010-01-19 09:10:00,1,244.175,325,1,1,2,1-1-2,Hibernating
15698,2010-03-25 17:38:00,1,30.275,260,1,1,1,1-1-1,Hibernating
15702,2010-08-20 14:50:00,2,118.38499999999999,112,2,3,1,2-3-1,About to Sleep
15704,2010-07-25 15:00:00,2,1417.82,138,2,3,4,2-3-4,About to Sleep
15708,2010-12-05 11:12:00,3,924.985,5,5,3,4,5-3-4,Potential Loyalists
15709,2010-04-29 18:31:00,1,151.0,225,1,1,1,1-1-1,Hibernating
15710,2010-10-18 17:05:00,1,859.33,53,3,1,4,3-1-4,Other
15711,2010-06-01 12:14:00,2,417.65,192,1,3,2,1-3-2,Other
15712,2010-11-25 18:04:00,7,2361.175,15,5,5,5,5-5-5,Champions
15713,2010-12-08 15:16:00,3,619.865,2,5,3,3,5-3-3,Potential Loyalists
15714,2010-09-12 14:22:00,3,402.605,89,2,3,2,2-3-2,About to Sleep
15715,2010-06-02 09:56:00,5,653.995,191,1,4,3,1-4-3,Loyal Customers
15716,2010-12-05 12:26:00,8,1713.35,5,5,5,4,5-5-4,Champions
15717,2010-10-14 18:02:00,4,443.3,57,3,4,3,3-4-3,Loyal Customers
15718,2010-06-17 16:20:00,1,293.165,176,2,1,2,2-1-2,Hibernating
15719,2010-11-23 13:07:00,18,5089.64,17,4,5,5,4-5-5,Champions
15720,2010-06-07 15:40:00,1,133.79,186,1,1,1,1-1-1,Hibernating
15722,2010-09-20 16:48:00,6,2454.835,81,2,5,5,2-5-5,Loyal Customers
15723,2010-10-24 12:44:00,3,693.0749999999999,47,3,3,3,3-3-3,Potential Loyalists
15724,2010-11-04 10:22:00,1,92.6,36,4,1,1,4-1-1,Recent Customers
15726,2010-11-14 16:12:00,1,313.71,26,4,1,2,4-1-2,Recent Customers
15727,2010-11-17 13:49:00,8,3462.055,23,4,5,5,4-5-5,Champions
15728,2010-11-25 10:39:00,2,540.75,15,5,3,3,5-3-3,Potential Loyalists
15729,2010-11-04 16:07:00,2,107.55000000000001,36,4,3,1,4-3-1,Other
15730,2010-11-23 10:41:00,2,595.845,17,4,3,3,4-3-3,Potential Loyalists
15731,2010-06-04 10:10:00,1,124.7,189,1,1,1,1-1-1,Hibernating
15732,2010-12-02 15:00:00,9,1343.01,8,5,5,4,5-5-4,Champions
15734,2010-09-29 11:40:00,2,531.15,72,2,3,3,2-3-3,About to Sleep
15735,2010-10-14 13:38:00,1,310.245,57,3,1,2,3-1-2,Promising
15736,2010-09-30 14:20:00,2,1639.06,71,3,3,4,3-3-4,Potential Loyalists
15738,2010-12-02 12:50:00,26,7482.685,8,5,5,5,5-5-5,Champions
15741,2010-09-07 16:21:00,2,204.52,94,2,3,1,2-3-1,About to Sleep
